antecedents,consequents,support,confidence,lift
"Product 15, Product 48, Product 93","Product 34, Product 57",0.01,1.0,100.0
"Product 15, Product 48, Product 57","Product 34, Product 93",0.01,1.0,100.0
"Product 15, Product 57, Product 93","Product 34, Product 48",0.01,1.0,100.0
"Product 15, Product 48, Product 57, Product 93",Product 34,0.01,1.0,100.0
"Product 51, Product 89","Product 43, Product 71, Product 78",0.01,1.0,100.0
"Product 34, Product 48","Product 15, Product 57, Product 93",0.01,1.0,100.0
"Product 13, Product 81","Product 4, Product 60",0.01,1.0,100.0
"Product 13, Product 4","Product 60, Product 81",0.01,1.0,100.0
"Product 43, Product 89","Product 51, Product 71, Product 78",0.01,1.0,100.0
"Product 71, Product 89","Product 43, Product 51, Product 78",0.01,1.0,100.0
"Product 78, Product 89","Product 43, Product 51, Product 71",0.01,1.0,100.0
"Product 57, Product 93","Product 15, Product 34, Product 48",0.01,1.0,100.0
"Product 15, Product 93","Product 34, Product 48, Product 57",0.01,1.0,100.0
"Product 15, Product 57","Product 34, Product 48, Product 93",0.01,1.0,100.0
"Product 34, Product 48, Product 93","Product 15, Product 57",0.01,1.0,100.0
"Product 34, Product 48, Product 57","Product 15, Product 93",0.01,1.0,100.0
"Product 46, Product 52","Product 16, Product 48, Product 62",0.01,1.0,100.0
"Product 16, Product 48, Product 62","Product 46, Product 52",0.01,1.0,100.0
"Product 16, Product 46, Product 48","Product 52, Product 62",0.01,1.0,100.0
"Product 16, Product 48, Product 52","Product 46, Product 62",0.01,1.0,100.0
"Product 16, Product 46, Product 62","Product 48, Product 52",0.01,1.0,100.0
"Product 71, Product 78, Product 89","Product 43, Product 51",0.01,1.0,100.0
"Product 43, Product 51, Product 71","Product 78, Product 89",0.01,1.0,100.0
"Product 15, Product 34, Product 48","Product 57, Product 93",0.01,1.0,100.0
"Product 15, Product 34, Product 93","Product 48, Product 57",0.01,1.0,100.0
"Product 46, Product 52, Product 62","Product 16, Product 48",0.01,1.0,100.0
Product 34,"Product 15, Product 48, Product 57, Product 93",0.01,1.0,100.0
"Product 100, Product 38, Product 92, Product 97",Product 50,0.01,1.0,100.0
"Product 16, Product 48","Product 46, Product 52, Product 62",0.01,1.0,100.0
"Product 34, Product 93","Product 15, Product 48, Product 57",0.01,1.0,100.0
"Product 34, Product 57","Product 15, Product 48, Product 93",0.01,1.0,100.0
"Product 15, Product 34","Product 48, Product 57, Product 93",0.01,1.0,100.0
"Product 48, Product 93","Product 15, Product 34, Product 57",0.01,1.0,100.0
"Product 48, Product 57","Product 15, Product 34, Product 93",0.01,1.0,100.0
"Product 3, Product 75","Product 49, Product 56",0.01,1.0,100.0
Product 26,"Product 42, Product 60",0.01,1.0,100.0
"Product 42, Product 60",Product 26,0.01,1.0,100.0
"Product 16, Product 46","Product 48, Product 52",0.01,1.0,100.0
"Product 46, Product 52","Product 16, Product 48",0.01,1.0,100.0
"Product 46, Product 48","Product 16, Product 52",0.01,1.0,100.0
"Product 16, Product 52","Product 46, Product 48",0.01,1.0,100.0
"Product 48, Product 52","Product 16, Product 46, Product 62",0.01,1.0,100.0
"Product 46, Product 62","Product 16, Product 48, Product 52",0.01,1.0,100.0
"Product 52, Product 62","Product 16, Product 46, Product 48",0.01,1.0,100.0
"Product 100, Product 38","Product 50, Product 92, Product 97",0.01,1.0,100.0
"Product 92, Product 97","Product 100, Product 38, Product 50",0.01,1.0,100.0
"Product 38, Product 92","Product 100, Product 50, Product 97",0.01,1.0,100.0
"Product 38, Product 97","Product 100, Product 50, Product 92",0.01,1.0,100.0
"Product 100, Product 50, Product 92","Product 38, Product 97",0.01,1.0,100.0
"Product 100, Product 50, Product 97","Product 38, Product 92",0.01,1.0,100.0
"Product 100, Product 38, Product 50","Product 92, Product 97",0.01,1.0,100.0
"Product 50, Product 92, Product 97","Product 100, Product 38",0.01,1.0,100.0
"Product 16, Product 52, Product 62","Product 46, Product 48",0.01,1.0,100.0
"Product 16, Product 46, Product 52","Product 48, Product 62",0.01,1.0,100.0
"Product 46, Product 48, Product 62","Product 16, Product 52",0.01,1.0,100.0
"Product 48, Product 52, Product 62","Product 16, Product 46",0.01,1.0,100.0
"Product 38, Product 92, Product 97","Product 100, Product 50",0.01,1.0,100.0
Product 50,"Product 100, Product 38, Product 92, Product 97",0.01,1.0,100.0
"Product 100, Product 50","Product 38, Product 92, Product 97",0.01,1.0,100.0
"Product 50, Product 92","Product 100, Product 38, Product 97",0.01,1.0,100.0
"Product 50, Product 97","Product 100, Product 38, Product 92",0.01,1.0,100.0
"Product 38, Product 50","Product 100, Product 92, Product 97",0.01,1.0,100.0
"Product 16, Product 46","Product 48, Product 52, Product 62",0.01,1.0,100.0
"Product 16, Product 52","Product 46, Product 48, Product 62",0.01,1.0,100.0
"Product 48, Product 62","Product 16, Product 46, Product 52",0.01,1.0,100.0
"Product 46, Product 48","Product 16, Product 52, Product 62",0.01,1.0,100.0
"Product 16, Product 48","Product 46, Product 52",0.01,1.0,100.0
"Product 100, Product 92","Product 38, Product 50",0.01,1.0,100.0
"Product 100, Product 50","Product 38, Product 92",0.01,1.0,100.0
"Product 100, Product 38","Product 50, Product 92",0.01,1.0,100.0
"Product 50, Product 92","Product 100, Product 38",0.01,1.0,100.0
"Product 38, Product 92","Product 100, Product 50",0.01,1.0,100.0
"Product 38, Product 50","Product 100, Product 92",0.01,1.0,100.0
"Product 100, Product 38, Product 92",Product 50,0.01,1.0,100.0
"Product 35, Product 75","Product 3, Product 49",0.01,1.0,100.0
"Product 49, Product 56","Product 3, Product 35",0.01,1.0,100.0
"Product 3, Product 56","Product 35, Product 49",0.01,1.0,100.0
"Product 18, Product 56","Product 57, Product 71",0.01,1.0,100.0
"Product 18, Product 71","Product 56, Product 57",0.01,1.0,100.0
"Product 18, Product 57","Product 56, Product 71",0.01,1.0,100.0
"Product 56, Product 71","Product 18, Product 57",0.01,1.0,100.0
"Product 56, Product 57","Product 18, Product 71",0.01,1.0,100.0
"Product 57, Product 71","Product 18, Product 56",0.01,1.0,100.0
Product 47,"Product 2, Product 76, Product 8",0.01,1.0,100.0
"Product 38, Product 50, Product 92","Product 100, Product 97",0.01,1.0,100.0
"Product 38, Product 50, Product 97","Product 100, Product 92",0.01,1.0,100.0
"Product 100, Product 92, Product 97","Product 38, Product 50",0.01,1.0,100.0
"Product 100, Product 38, Product 92","Product 50, Product 97",0.01,1.0,100.0
"Product 100, Product 38, Product 97","Product 50, Product 92",0.01,1.0,100.0
"Product 33, Product 56, Product 91","Product 65, Product 87",0.01,1.0,100.0
"Product 56, Product 87, Product 91","Product 33, Product 65",0.01,1.0,100.0
"Product 33, Product 65, Product 91","Product 56, Product 87",0.01,1.0,100.0
"Product 65, Product 87, Product 91","Product 33, Product 56",0.01,1.0,100.0
"Product 33, Product 87, Product 91","Product 56, Product 65",0.01,1.0,100.0
"Product 33, Product 56, Product 65","Product 87, Product 91",0.01,1.0,100.0
"Product 56, Product 65, Product 87","Product 33, Product 91",0.01,1.0,100.0
"Product 33, Product 65, Product 87","Product 56, Product 91",0.01,1.0,100.0
"Product 100, Product 92","Product 38, Product 50, Product 97",0.01,1.0,100.0
"Product 100, Product 97","Product 38, Product 50, Product 92",0.01,1.0,100.0
"Product 13, Product 60","Product 4, Product 81",0.01,1.0,100.0
"Product 4, Product 81","Product 13, Product 60",0.01,1.0,100.0
"Product 60, Product 81","Product 13, Product 4",0.01,1.0,100.0
"Product 56, Product 91","Product 33, Product 65, Product 87",0.01,1.0,100.0
"Product 33, Product 91","Product 56, Product 65, Product 87",0.01,1.0,100.0
"Product 87, Product 91","Product 33, Product 56, Product 65",0.01,1.0,100.0
"Product 56, Product 65","Product 33, Product 87, Product 91",0.01,1.0,100.0
"Product 33, Product 56","Product 65, Product 87, Product 91",0.01,1.0,100.0
"Product 56, Product 87","Product 33, Product 65, Product 91",0.01,1.0,100.0
"Product 3, Product 49","Product 35, Product 75",0.01,1.0,100.0
"Product 35, Product 49","Product 3, Product 56",0.01,1.0,100.0
"Product 3, Product 35","Product 49, Product 56",0.01,1.0,100.0
"Product 49, Product 56","Product 35, Product 75",0.01,1.0,100.0
"Product 56, Product 75","Product 35, Product 49",0.01,1.0,100.0
"Product 35, Product 49","Product 56, Product 75",0.01,1.0,100.0
"Product 35, Product 75","Product 49, Product 56",0.01,1.0,100.0
"Product 35, Product 49","Product 3, Product 75",0.01,1.0,100.0
"Product 49, Product 75","Product 3, Product 35",0.01,1.0,100.0
"Product 3, Product 35","Product 49, Product 75",0.01,1.0,100.0
"Product 3, Product 75","Product 35, Product 49",0.01,1.0,100.0
"Product 16, Product 52","Product 48, Product 62",0.01,1.0,100.0
"Product 16, Product 48","Product 52, Product 62",0.01,1.0,100.0
"Product 42, Product 60, Product 73",Product 26,0.01,1.0,100.0
"Product 52, Product 62","Product 16, Product 48",0.01,1.0,100.0
"Product 48, Product 62","Product 16, Product 52",0.01,1.0,100.0
"Product 16, Product 52","Product 46, Product 62",0.01,1.0,100.0
"Product 52, Product 62","Product 16, Product 46",0.01,1.0,100.0
"Product 56, Product 75","Product 3, Product 35",0.01,1.0,100.0
"Product 3, Product 35","Product 56, Product 75",0.01,1.0,100.0
"Product 35, Product 75","Product 3, Product 56",0.01,1.0,100.0
"Product 17, Product 39","Product 2, Product 42",0.01,1.0,100.0
"Product 17, Product 42","Product 2, Product 39",0.01,1.0,100.0
"Product 17, Product 2","Product 39, Product 42",0.01,1.0,100.0
"Product 39, Product 42","Product 17, Product 2",0.01,1.0,100.0
"Product 2, Product 39","Product 17, Product 42",0.01,1.0,100.0
"Product 2, Product 42","Product 17, Product 39",0.01,1.0,100.0
"Product 14, Product 19","Product 79, Product 93",0.01,1.0,100.0
"Product 14, Product 93","Product 19, Product 79",0.01,1.0,100.0
"Product 3, Product 56","Product 35, Product 75",0.01,1.0,100.0
"Product 46, Product 52","Product 48, Product 62",0.01,1.0,100.0
"Product 46, Product 62","Product 48, Product 52",0.01,1.0,100.0
"Product 48, Product 52","Product 46, Product 62",0.01,1.0,100.0
"Product 2, Product 27","Product 5, Product 96",0.01,1.0,100.0
"Product 5, Product 96","Product 2, Product 27",0.01,1.0,100.0
"Product 2, Product 5","Product 27, Product 96",0.01,1.0,100.0
"Product 2, Product 96","Product 27, Product 5",0.01,1.0,100.0
"Product 64, Product 88","Product 22, Product 36",0.01,1.0,100.0
"Product 22, Product 64","Product 36, Product 88",0.01,1.0,100.0
"Product 36, Product 88","Product 22, Product 64",0.01,1.0,100.0
"Product 33, Product 65","Product 56, Product 87, Product 91",0.01,1.0,100.0
"Product 65, Product 87","Product 33, Product 56, Product 91",0.01,1.0,100.0
"Product 84, Product 87","Product 33, Product 78",0.01,1.0,100.0
Product 26,"Product 42, Product 60, Product 73",0.01,1.0,100.0
"Product 26, Product 42","Product 60, Product 73",0.01,1.0,100.0
"Product 76, Product 8","Product 2, Product 47",0.01,1.0,100.0
"Product 1, Product 15","Product 90, Product 97",0.01,1.0,100.0
"Product 27, Product 5","Product 2, Product 96",0.01,1.0,100.0
"Product 27, Product 96","Product 2, Product 5",0.01,1.0,100.0
"Product 48, Product 62","Product 46, Product 52",0.01,1.0,100.0
"Product 52, Product 62","Product 46, Product 48",0.01,1.0,100.0
"Product 48, Product 52","Product 16, Product 46",0.01,1.0,100.0
"Product 14, Product 79","Product 19, Product 76",0.01,1.0,100.0
"Product 19, Product 76","Product 14, Product 79",0.01,1.0,100.0
"Product 76, Product 79","Product 14, Product 19",0.01,1.0,100.0
"Product 19, Product 79","Product 14, Product 76",0.01,1.0,100.0
"Product 14, Product 79","Product 19, Product 93",0.01,1.0,100.0
"Product 19, Product 93","Product 14, Product 79",0.01,1.0,100.0
"Product 19, Product 79","Product 14, Product 93",0.01,1.0,100.0
"Product 79, Product 93","Product 14, Product 19",0.01,1.0,100.0
"Product 16, Product 48","Product 46, Product 62",0.01,1.0,100.0
"Product 48, Product 62","Product 16, Product 46",0.01,1.0,100.0
"Product 48, Product 57","Product 15, Product 93",0.01,1.0,100.0
"Product 46, Product 48","Product 52, Product 62",0.01,1.0,100.0
"Product 14, Product 76","Product 19, Product 79",0.01,1.0,100.0
"Product 14, Product 19","Product 76, Product 79",0.01,1.0,100.0
"Product 46, Product 62","Product 16, Product 48",0.01,1.0,100.0
"Product 19, Product 76","Product 79, Product 93",0.01,1.0,100.0
"Product 76, Product 93","Product 19, Product 79",0.01,1.0,100.0
"Product 76, Product 79","Product 19, Product 93",0.01,1.0,100.0
"Product 19, Product 93","Product 76, Product 79",0.01,1.0,100.0
"Product 19, Product 79","Product 76, Product 93",0.01,1.0,100.0
"Product 79, Product 93","Product 19, Product 76",0.01,1.0,100.0
"Product 61, Product 8","Product 25, Product 69",0.01,1.0,100.0
"Product 25, Product 8","Product 61, Product 69",0.01,1.0,100.0
"Product 69, Product 8","Product 25, Product 61",0.01,1.0,100.0
"Product 25, Product 61","Product 69, Product 8",0.01,1.0,100.0
"Product 61, Product 69","Product 25, Product 8",0.01,1.0,100.0
"Product 25, Product 69","Product 61, Product 8",0.01,1.0,100.0
"Product 16, Product 46","Product 48, Product 62",0.01,1.0,100.0
"Product 14, Product 76","Product 19, Product 93",0.01,1.0,100.0
"Product 14, Product 19","Product 76, Product 93",0.01,1.0,100.0
"Product 14, Product 93","Product 19, Product 76",0.01,1.0,100.0
"Product 19, Product 76","Product 14, Product 93",0.01,1.0,100.0
"Product 76, Product 93","Product 14, Product 19",0.01,1.0,100.0
"Product 1, Product 90","Product 15, Product 97",0.01,1.0,100.0
"Product 15, Product 97","Product 1, Product 90",0.01,1.0,100.0
"Product 1, Product 97","Product 15, Product 90",0.01,1.0,100.0
"Product 84, Product 87","Product 58, Product 78",0.01,1.0,100.0
"Product 58, Product 87","Product 78, Product 84",0.01,1.0,100.0
"Product 78, Product 87","Product 58, Product 84",0.01,1.0,100.0
"Product 58, Product 84","Product 78, Product 87",0.01,1.0,100.0
"Product 26, Product 60","Product 42, Product 73",0.01,1.0,100.0
"Product 26, Product 73","Product 42, Product 60",0.01,1.0,100.0
"Product 42, Product 60","Product 26, Product 73",0.01,1.0,100.0
"Product 42, Product 73","Product 26, Product 60",0.01,1.0,100.0
"Product 60, Product 73","Product 26, Product 42",0.01,1.0,100.0
"Product 33, Product 78","Product 84, Product 87",0.01,1.0,100.0
"Product 22, Product 36","Product 64, Product 88",0.01,1.0,100.0
"Product 22, Product 88","Product 36, Product 64",0.01,1.0,100.0
"Product 90, Product 97","Product 1, Product 15",0.01,1.0,100.0
"Product 15, Product 90","Product 1, Product 97",0.01,1.0,100.0
"Product 19, Product 93","Product 14, Product 76",0.01,1.0,100.0
"Product 14, Product 76","Product 79, Product 93",0.01,1.0,100.0
"Product 14, Product 93","Product 76, Product 79",0.01,1.0,100.0
"Product 14, Product 79","Product 76, Product 93",0.01,1.0,100.0
"Product 44, Product 86","Product 24, Product 93",0.01,1.0,100.0
"Product 86, Product 93","Product 24, Product 44",0.01,1.0,100.0
"Product 44, Product 93","Product 24, Product 86",0.01,1.0,100.0
"Product 81, Product 88","Product 7, Product 70",0.01,1.0,100.0
"Product 7, Product 88","Product 70, Product 81",0.01,1.0,100.0
Product 9,"Product 73, Product 89",0.01,1.0,100.0
"Product 78, Product 84","Product 58, Product 87",0.01,1.0,100.0
"Product 58, Product 78","Product 84, Product 87",0.01,1.0,100.0
"Product 12, Product 33","Product 35, Product 84",0.01,1.0,100.0
"Product 33, Product 35","Product 12, Product 84",0.01,1.0,100.0
"Product 12, Product 84","Product 33, Product 35",0.01,1.0,100.0
"Product 35, Product 84","Product 12, Product 33",0.01,1.0,100.0
"Product 76, Product 93","Product 14, Product 79",0.01,1.0,100.0
"Product 76, Product 79","Product 14, Product 93",0.01,1.0,100.0
"Product 79, Product 93","Product 14, Product 76",0.01,1.0,100.0
"Product 15, Product 93","Product 48, Product 57",0.01,1.0,100.0
Product 34,"Product 15, Product 57, Product 93",0.01,1.0,100.0
"Product 34, Product 57","Product 15, Product 93",0.01,1.0,100.0
"Product 15, Product 34","Product 57, Product 93",0.01,1.0,100.0
"Product 33, Product 58","Product 84, Product 87",0.01,1.0,100.0
"Product 84, Product 87","Product 33, Product 58",0.01,1.0,100.0
"Product 38, Product 92",Product 50,0.01,1.0,100.0
"Product 24, Product 86","Product 44, Product 93",0.01,1.0,100.0
"Product 24, Product 44","Product 86, Product 93",0.01,1.0,100.0
"Product 24, Product 93","Product 44, Product 86",0.01,1.0,100.0
"Product 34, Product 93","Product 15, Product 57",0.01,1.0,100.0
"Product 15, Product 57","Product 34, Product 93",0.01,1.0,100.0
"Product 57, Product 93","Product 15, Product 34",0.01,1.0,100.0
"Product 15, Product 93","Product 34, Product 57",0.01,1.0,100.0
"Product 48, Product 93","Product 15, Product 57",0.01,1.0,100.0
"Product 15, Product 57","Product 48, Product 93",0.01,1.0,100.0
"Product 33, Product 7","Product 12, Product 35",0.01,1.0,100.0
Product 34,"Product 15, Product 48, Product 93",0.01,1.0,100.0
"Product 15, Product 57, Product 93",Product 34,0.01,1.0,100.0
"Product 78, Product 87","Product 33, Product 58",0.01,1.0,100.0
"Product 33, Product 58","Product 78, Product 84",0.01,1.0,100.0
"Product 33, Product 78","Product 58, Product 84",0.01,1.0,100.0
